Datetime,Open,High,Low,Close,Volume,EMA10,EMA20,EMA60,MACD,Signal,Hist,Buy_Signal,Buy_Signal1
2025-09-29 01:45:00,111951.5,112061.5,111926.5,111976.5,406,111660.27005482366,111246.28928571429,,,,,False,False
2025-09-29 01:50:00,111974.0,112078.0,111960.0,111984.0,395,111719.13004485572,111316.54744897959,,,,,False,False
2025-09-29 01:55:00,111983.0,111997.0,111891.0,111974.0,377,111765.47003670014,111379.1619776482,,,,,False,False
2025-09-29 02:00:00,111988.5,112193.0,111988.5,112183.0,387,111841.38457548193,111455.71797977693,,558.7042424452811,594.6227726873069,-35.91853024202578,False,False
2025-09-29 02:05:00,112186.5,112399.5,112143.0,112353.0,401,111934.40556175794,111541.17341027436,,586.1080712071125,591.7845388605755,-5.676467653462964,False,False
2025-09-29 02:10:00,112355.0,112360.0,112027.0,112148.0,422,111973.2409141656,111598.96641881966,,535.221235501318,572.9301044074897,-37.70886890617169,False,False
2025-09-29 02:15:00,112155.0,112156.5,112012.0,112144.0,404,112004.28802068094,111650.87437893207,,486.5840572819143,544.1480886989646,-57.56403141705027,False,False
2025-09-29 02:20:00,112137.0,112286.0,112042.0,112049.0,420,112012.41747146622,111688.79110474806,,419.1811860612652,502.4924544863981,-83.31126842513294,False,False
2025-09-29 02:25:00,112053.5,112202.5,112052.0,112154.0,390,112038.15974938145,111733.09671381967,,390.2181467198825,465.0676852308929,-74.8495385110104,False,False
2025-09-29 02:30:00,112155.0,112217.5,112064.5,112095.0,387,112048.494340403,111767.5636934559,,346.3128802371357,425.48275023297384,-79.16986999583816,False,False
2025-09-29 02:35:00,112093.0,112180.5,112089.0,112162.5,337,112069.22264214791,111805.17667503153,,324.90770743049507,391.95773596548094,-67.05002853498587,False,False
2025-09-29 02:40:00,112162.0,112314.0,112162.0,112285.5,414,112108.54579812102,111850.92175359995,,330.9678347080626,371.6277688796748,-40.659934171612235,False,False
2025-09-29 02:45:00,112284.0,112318.0,112198.0,112204.0,415,112125.90110755357,111884.54825325709,,304.7114722815895,349.3223366803131,-44.61086439872355,False,False
